단축종목코드,운용사,ETF명,기초지수,상장일,과세,수익률,총보수,추적오차,괴리율,순자산총액(억),변동성,분류체계,복제방법
A167860,키움투자자산운용,KOSEF 국고채10년레버리지,KIS 10년 국고채 지수 (총수익),2012-10-30,배당소득세(보유기간과세),1.51,0.3,0.48,-0.16,75,매우낮음,채권-국공채-장기,실물
A166400,미래에셋자산운용,TIGER 200커버드콜5%OTM,코스피 200 커버드콜 5% OTM,2012-10-25,배당소득세(보유기간과세),-2.53,0.38,1.45,-0.24,92,매우낮음,주식-전략-구조화,실물
A161510,한화자산운용,ARIRANG 고배당주,FnGuide 배당주 지수,2012-08-29,비과세,-10.68,0.23,5.02,-0.28,"2,856",매우낮음,주식-전략-배당,실물
A159800,디비자산운용,마이티 코스피100,코스피 100,2012-07-05,비과세,-5.46,0.39,2.08,-0.48,90,매우낮음,주식-시장대표,실물
A157520,미래에셋자산운용,TIGER 화학,FnGuide 화학 지수,2012-05-16,비과세,-7.37,0.4,2.01,-0.34,59,높음,주식-업종섹터-에너지화학,실물
A157500,미래에셋자산운용,TIGER 증권,FnGuide 증권 지수,2012-05-16,비과세,-15.73,0.4,3.18,0.06,95,매우낮음,주식-업종섹터-금융,실물
A157490,미래에셋자산운용,TIGER 소프트웨어,FnGuide 소프트웨어 지수,2012-05-16,비과세,8.31,0.4,0.56,-0.14,278,낮음,주식-업종섹터-정보기술,실물
A157510,미래에셋자산운용,TIGER 자동차,FnGuide 자동차 지수,2012-05-16,비과세,-14.9,0.4,2.11,-0.52,65,매우낮음,주식-업종섹터-경기소비재,실물
A157450,미래에셋자산운용,TIGER 단기통안채,KIS 통안채 3개월(총수익),2012-05-16,배당소득세(보유기간과세),0.18,0.09,1.23,0,"8,305",매우낮음,채권-국공채-단기,실물
A156080,삼성자산운용,KODEX MSCI Korea,MSCI Korea Index,2012-04-30,비과세,-2.53,0.15,1.78,-0.53,974,매우낮음,주식-시장대표,실물
A153270,키움투자자산운용,KOSEF 코스피100,코스피 100,2012-02-28,비과세,-5.14,0.2,2.26,0.03,86,매우낮음,주식-시장대표,실물
A153130,삼성자산운용,KODEX 단기채권,KRW Cash 지수(총수익),2012-02-22,배당소득세(보유기간과세),0.23,0.15,1.25,0,"12,195",매우낮음,채권-국공채-단기,실물
A152870,교보악사자산운용,파워 200,코스피 200,2012-02-13,비과세,-4.94,0.14,2.12,-0.17,"2,512",매우낮음,주식-시장대표,실물
A152500,한국투자신탁운용,KINDEX 레버리지,코스피 200,2012-01-27,배당소득세(보유기간과세),-10.02,0.3,3.88,-0.09,151,매우낮음,주식-시장대표,실물
A152380,삼성자산운용,KODEX 국채선물10년,10년국채선물지수,2012-01-20,배당소득세(보유기간과세),1.03,0.25,0.04,-0.13,67,매우낮음,채권-국공채-장기,실물
A152180,미래에셋자산운용,TIGER 생활필수품,FnGuide 생활필수품 지수,2012-01-17,비과세,-2.24,0.4,1.14,-0.39,95,매우높음,주식-업종섹터-생활소비재,실물
A152280,키움투자자산운용,KOSEF 200 선물,코스피 200 선물지수,2012-01-13,배당소득세(보유기간과세),-3.88,0.23,0.29,0.15,235,매우낮음,주식-시장대표,실물
A152100,한화자산운용,ARIRANG 200,코스피 200,2012-01-10,비과세,-5.1,0.04,2.36,-0.15,"8,461",매우낮음,주식-시장대표,실물
A150460,미래에셋자산운용,TIGER 중국소비테마,FnGuide 중국내수테마 지수,2011-12-16,비과세,5.03,0.5,1.51,-0.17,"2,481",매우낮음,주식-전략-전략테마,실물
A147970,미래에셋자산운용,TIGER 모멘텀,FnGuide 모멘텀 지수,2011-10-26,비과세,1,0.29,2.7,-0.06,141,매우낮음,주식-전략-성장,실물
A148070,키움투자자산운용,KOSEF 국고채10년,KIS 10년 국고채 지수 (총수익),2011-10-20,배당소득세(보유기간과세),1.67,0.15,0.09,-0.07,262,매우낮음,채권-국공채-장기,실물
A148020,케이비자산운용,KBSTAR 200,코스피 200,2011-10-20,비과세,-5.37,0.04,2.08,-0.14,"13,192",매우낮음,주식-시장대표,실물
A145850,유리에셋,TREX 펀더멘탈 200,FnGuide-RAFI 코리아200 지수,2011-09-23,비과세,-7.27,0.34,2.67,0.02,75,매우낮음,주식-전략-가치,실물
A145670,한국투자신탁운용,KINDEX 인버스,코스피 200 선물지수,2011-09-08,배당소득세(보유기간과세),4.14,0.15,0.33,0.01,63,매우낮음,주식-시장대표,실물
A143860,미래에셋자산운용,TIGER 헬스케어,KRX 헬스케어,2011-07-18,비과세,53.86,0.4,0.61,-0.36,"1,565",낮음,주식-업종섹터-헬스케어,실물
A144600,삼성자산운용,KODEX 은선물(H),S&P GSCI Silver Index(TR),2011-07-18,배당소득세(보유기간과세),-16.54,0.68,0.8,0,235,매우낮음,원자재-금속-은,실물
A143850,미래에셋자산운용,TIGER 미국S&P500선물(H),S&P 500 Futures Index(ER),2011-07-18,배당소득세(보유기간과세),16.86,0.3,0.37,0.22,"1,217",매우낮음,주식-시장대표,실물
A143460,한국투자신탁운용,KINDEX 밸류대형,FnGuide-RAFI 코리아 대형 지수,2011-06-21,비과세,-6.79,0.15,2.4,-0.1,101,매우낮음,주식-규모-대형주,실물
A141240,한화자산운용,ARIRANG 코스피100동일가중,코스피 100 동일가중지수,2011-05-18,비과세,-6.68,0.33,1.91,0.07,69,매우낮음,주식-시장대표,실물
A140950,교보악사자산운용,파워 코스피100,코스피 100,2011-05-03,비과세,-4.78,0.16,2.19,0.05,173,매우낮음,주식-시장대표,실물
A140710,삼성자산운용,KODEX 운송,KRX 운송,2011-04-26,비과세,-20.35,0.45,0.74,-0.45,33,매우낮음,주식-업종섹터-산업재,실물
A140700,삼성자산운용,KODEX 보험,KRX 보험,2011-04-26,비과세,-19.05,0.45,3.78,0,120,매우낮음,주식-업종섹터-금융,실물
A140580,케이비자산운용,KBSTAR 우량업종,MKF 우량업종대표주 지수,2011-04-15,비과세,-4.47,0.4,2.93,-0.39,56,매우낮음,주식-업종섹터-업종테마,실물
A140570,케이비자산운용,KBSTAR 수출주,MKF 수출주 지수,2011-04-15,비과세,-3.72,0.4,1.47,0,66,낮음,주식-업종섹터-업종테마,실물
A136340,케이비자산운용,KBSTAR 중기우량회사채,KOBI 크레딧 지수(총수익),2011-04-15,배당소득세(보유기간과세),0.47,0.15,1.31,0.01,525,매우낮음,채권-회사채-중기,실물
A139310,미래에셋자산운용,TIGER 금속선물(H),S&P GSCI Industrial Metals Select Index(TR),2011-04-08,배당소득세(보유기간과세),-7.41,0.7,4.07,-0.05,32,매우낮음,원자재-금속-혼합,실물
A139320,미래에셋자산운용,TIGER 금은선물(H),S&P GSCI Precious Metals Index(TR),2011-04-08,배당소득세(보유기간과세),-11.27,0.7,0.84,0.46,41,낮음,원자재-금속-혼합,실물
A139250,미래에셋자산운용,TIGER 200 에너지화학,코스피 200 에너지/화학,2011-04-06,비과세,-5.34,0.4,3.12,-0.17,164,낮음,주식-업종섹터-에너지화학,실물
A139280,미래에셋자산운용,TIGER 경기방어,코스피 200 경기방어소비재,2011-04-06,비과세,-6.67,0.4,2.32,-0.26,"2,069",매우낮음,주식-업종섹터-업종테마,실물
A139270,미래에셋자산운용,TIGER 200 금융,코스피 200 금융,2011-04-06,비과세,-13.87,0.4,3.83,-0.01,44,보통,주식-업종섹터-금융,실물
A139260,미래에셋자산운용,TIGER 200 IT,코스피 200 정보기술,2011-04-06,비과세,3.34,0.4,1.22,-0.28,"2,569",보통,주식-업종섹터-정보기술,실물
A139290,미래에셋자산운용,TIGER 200 경기소비재,코스피 200 경기소비재,2011-04-06,비과세,-10.49,0.4,2.08,-0.89,75,매우낮음,주식-업종섹터-경기소비재,실물
A139240,미래에셋자산운용,TIGER 200 철강소재,코스피 200 철강/소재,2011-04-06,비과세,-22.23,0.4,2.09,-0.35,109,매우낮음,주식-업종섹터-철강소재,실물
A139230,미래에셋자산운용,TIGER 200 중공업,코스피 200 중공업,2011-04-06,비과세,-6.44,0.4,1.79,-0.38,104,매우낮음,주식-업종섹터-중공업,실물
A139220,미래에셋자산운용,TIGER 200 건설,코스피 200 건설,2011-04-06,비과세,16.92,0.4,2.19,0.1,310,매우낮음,주식-업종섹터-건설,실물
A139660,키움투자자산운용,KOSEF 미국달러선물인버스,미국달러선물지수,2011-04-01,배당소득세(보유기간과세),-,0.49,0.16,-0.05,117,매우낮음,통화-미국달러,실물
A138910,삼성자산운용,KODEX 구리선물(H),S&P GSCI North American Copper Index(TR),2011-03-15,배당소득세(보유기간과세),-15.26,0.68,1.66,0.16,43,높음,원자재-금속-구리,실물
A138920,삼성자산운용,KODEX 콩선물(H),S&P GSCI Soybeans Index(TR),2011-03-15,배당소득세(보유기간과세),-15.55,0.68,1.36,0.42,86,매우낮음,원자재-농산물-콩,실물
A138530,미래에셋자산운용,TIGER LG그룹+펀더멘털,MKF LG그룹+ FW,2011-03-10,비과세,-4.97,0.15,2.04,0.02,57,매우낮음,주식-전략-기업그룹,실물
A138540,미래에셋자산운용,TIGER 현대차그룹+펀더멘털,MKF 현대차그룹+ FW,2011-03-10,비과세,-8.74,0.15,2.31,-0.39,70,매우낮음,주식-전략-기업그룹,실물
A138520,미래에셋자산운용,TIGER 삼성그룹펀더멘털,MKF SAMs FW,2011-03-07,비과세,4.26,0.15,1.51,-0.49,55,매우낮음,주식-전략-기업그룹,실물
A138230,키움투자자산운용,KOSEF 미국달러선물,미국달러선물지수,2011-02-24,배당소득세(보유기간과세),-0.09,0.37,0.83,0.08,656,매우낮음,통화-미국달러,실물
A137930,마이다스에셋,마이다스 200커버드콜5%OTM,코스피 200 커버드콜 5% OTM,2011-02-15,배당소득세(보유기간과세),-2.07,0.45,1.74,-0.14,208,매우낮음,주식-전략-구조화,실물
A137610,미래에셋자산운용,TIGER 농산물선물Enhanced(H),S&P GSCI Agriculture Enhanced Index(ER),2011-01-11,배당소득세(보유기간과세),-9.17,0.7,0.31,0.61,443,매우낮음,원자재-농산물-혼합,실물
A133690,미래에셋자산운용,TIGER 미국나스닥100,NASDAQ 100,2010-10-18,배당소득세(해외주식투자전용ETF),26.49,0.49,0.18,0.52,488,낮음,주식-시장대표,실물
A132030,삼성자산운용,KODEX 골드선물(H),S&P GSCI Gold Index(TR),2010-10-01,배당소득세(보유기간과세),-9.79,0.68,0.51,0.1,560,매우낮음,원자재-금속-금,실물
A131890,한국투자신탁운용,KINDEX 삼성그룹동일가중,MKF SAMs EW 지수,2010-09-17,비과세,14.33,0.15,1.49,-0.43,68,매우낮음,주식-전략-기업그룹,실물
A130680,미래에셋자산운용,TIGER 원유선물Enhanced(H),S&P GSCI Crude Oil Enhanced Index ER,2010-08-02,배당소득세(보유기간과세),37.4,0.7,0.72,0.88,638,높음,원자재-에너지-원유,실물
A130730,키움투자자산운용,KOSEF 단기자금,MK 머니마켓 지수(총수익),2010-07-29,배당소득세(보유기간과세),0.29,0.15,1.29,0,670,매우낮음,채권-혼합-단기,실물
A123320,미래에셋자산운용,TIGER 레버리지,코스피 200,2010-04-09,배당소득세(보유기간과세),-9.85,0.09,3.84,-0.12,305,매우낮음,주식-시장대표,실물
A123310,미래에셋자산운용,TIGER 인버스,코스피 200 선물지수,2010-03-29,배당소득세(보유기간과세),4.11,0.09,0.35,-0.07,419,매우낮음,주식-시장대표,실물
A122630,삼성자산운용,KODEX 레버리지,코스피 200,2010-02-22,배당소득세(보유기간과세),-10.75,0.64,4.15,-0.17,"27,091",매우낮음,주식-시장대표,실물
A122260,키움투자자산운용,KOSEF 통안채1년,MK 통안채지수(총수익),2010-01-14,배당소득세(보유기간과세),0.42,0.15,1.29,0.02,336,매우낮음,채권-국공채-단기,실물
A122090,한화자산운용,ARIRANG 코스피50,코스피 50,2010-01-07,비과세,-5.09,0.33,2.16,-0.03,748,매우낮음,주식-시장대표,실물
A117700,삼성자산운용,KODEX 건설,KRX 건설,2009-10-30,비과세,19.61,0.45,1.58,0.06,288,낮음,주식-업종섹터-건설,실물
A117680,삼성자산운용,KODEX 철강,KRX 철강,2009-10-30,비과세,-21.86,0.45,2.18,-0.34,135,보통,주식-업종섹터-철강소재,실물
A117690,미래에셋자산운용,TIGER 차이나항셍25,Hang Seng China (Hong Kong-listed) 25 Index,2009-10-21,배당소득세(해외주식투자전용ETF),3.21,0.49,1.17,0.61,77,매우낮음,주식-시장대표,실물
A117460,삼성자산운용,KODEX 에너지화학,KRX 에너지화학,2009-10-12,비과세,-4.18,0.45,3.04,-0.09,123,높음,주식-업종섹터-에너지화학,실물
A114800,삼성자산운용,KODEX 인버스,코스피 200 선물지수,2009-09-16,배당소득세(보유기간과세),3.49,0.64,0.23,-0.64,"6,132",매우낮음,주식-시장대표,실물
A114820,미래에셋자산운용,TIGER 국채3년,KTB INDEX(시장가격),2009-08-27,배당소득세(보유기간과세),0.07,0.15,1.26,0.01,361,매우낮음,채권-국공채-중기,실물
A114470,키움투자자산운용,KOSEF 국고채3년,KTB INDEX(시장가격),2009-07-31,배당소득세(보유기간과세),0.14,0.15,1.25,0,399,매우낮음,채권-국공채-중기,실물
A114460,한국투자신탁운용,KINDEX 중기국고채,KTB INDEX(시장가격),2009-07-31,배당소득세(보유기간과세),-,0.15,1.28,0,285,매우낮음,채권-국공채-중기,실물
A114260,삼성자산운용,KODEX 국고채3년,MKF 국고채지수(총수익),2009-07-29,배당소득세(보유기간과세),0.11,0.15,0.95,0,567,매우낮음,채권-국공채-중기,실물
A114100,케이비자산운용,KBSTAR 국고채3년,KTB INDEX(시장가격),2009-07-29,배당소득세(보유기간과세),0.2,0.16,1.25,-0.01,400,매우낮음,채권-국공채-중기,실물
A108450,한국투자신탁운용,KINDEX 삼성그룹섹터가중,MKF SAMs SW,2009-02-03,비과세,8.51,0.15,1.36,-0.08,378,매우낮음,주식-전략-기업그룹,실물
A108590,유리에셋,TREX 200,코스피 200,2009-01-23,비과세,-5.52,0.32,2.54,-0.09,238,매우낮음,주식-시장대표,실물
A105780,케이비자산운용,KBSTAR 5대그룹주,MKF 5대그룹주,2008-10-22,비과세,1.35,0.4,2.17,-0.01,135,매우낮음,주식-전략-기업그룹,실물
A105190,한국투자신탁운용,KINDEX 200,코스피 200,2008-09-25,비과세,-4.77,0.09,2.12,-0.16,"7,699",매우낮음,주식-시장대표,실물
A105010,미래에셋자산운용,TIGER 라틴35,BNY Latin America 35 ADR,2008-08-27,배당소득세(해외주식투자전용ETF),-12.58,0.49,0.92,1.24,45,매우높음,주식-시장대표,실물
A104530,키움투자자산운용,KOSEF 고배당,MKF 웰스 고배당20,2008-07-29,비과세,-13.08,0.4,4.44,-0.42,137,매우낮음,주식-전략-배당,실물
A104520,키움투자자산운용,KOSEF 블루칩,MKF 블루칩,2008-07-29,비과세,3.9,0.4,2.13,0,151,매우낮음,주식-규모-대형주,실물
A102960,삼성자산운용,KODEX 기계장비,KRX 기계장비,2008-05-29,비과세,-12.92,0.45,5.24,-0.03,99,매우낮음,주식-업종섹터-산업재,실물
A102970,삼성자산운용,KODEX 증권,KRX 증권,2008-05-29,비과세,-11.67,0.45,3.16,0,"1,068",매우낮음,주식-업종섹터-금융,실물
A102780,삼성자산운용,KODEX 삼성그룹,삼성그룹,2008-05-21,비과세,6.48,0.25,1.65,0.05,"11,173",낮음,주식-전략-기업그룹,실물
A102110,미래에셋자산운용,TIGER 200,코스피 200,2008-04-03,비과세,-5.04,0.05,2.03,-0.14,"26,092",매우낮음,주식-시장대표,실물
A101280,삼성자산운용,KODEX 일본TOPIX100,TOPIX100,2008-02-20,배당소득세(해외주식투자전용ETF),6.67,0.37,1.12,-0.02,76,매우낮음,주식-시장대표,실물
A100910,키움투자자산운용,KOSEF KRX100,KRX 100,2008-01-23,비과세,-2.04,0.23,2.3,0.17,115,매우낮음,주식-시장대표,실물
A099140,삼성자산운용,KODEX China H,Hang Seng China H,2007-10-10,배당소득세(해외주식투자전용ETF),-0.3,0.37,1.23,0.14,440,매우낮음,주식-시장대표,실물
A098560,미래에셋자산운용,TIGER 방송통신,KRX 방송통신,2007-09-07,비과세,4.91,0.46,3.11,-0.13,52,보통,주식-업종섹터-경기소비재,실물
A097750,유리에셋,TREX 중소형가치,MKF 중소형 가치,2007-07-31,비과세,-0.71,0.46,2.06,0.21,63,매우낮음,주식-규모-중형주,실물
A091160,삼성자산운용,KODEX 반도체,KRX 반도체,2006-06-27,비과세,-7.79,0.45,0.94,-0.22,187,매우낮음,주식-업종섹터-정보기술,실물
A091170,삼성자산운용,KODEX 은행,KRX 은행,2006-06-27,비과세,-11.95,0.45,4.22,-0.27,"1,056",높음,주식-업종섹터-금융,실물
A091180,삼성자산운용,KODEX 자동차,KRX 자동차,2006-06-27,비과세,-14.63,0.45,2.33,-0.37,101,보통,주식-업종섹터-경기소비재,실물
A091210,미래에셋자산운용,TIGER KRX100,KRX 100,2006-06-27,비과세,-1.71,0.22,1.91,-0.35,93,매우낮음,주식-시장대표,실물
A091230,미래에셋자산운용,TIGER 반도체,KRX 반도체,2006-06-27,비과세,-7.62,0.46,1.28,-0.07,105,매우낮음,주식-업종섹터-정보기술,실물
A091220,미래에셋자산운용,TIGER 은행,KRX 은행,2006-06-27,비과세,-12.21,0.46,4.16,-0.32,35,보통,주식-업종섹터-금융,실물
A069500,삼성자산운용,KODEX 200,코스피 200,2002-10-14,비과세,-5,0.15,2.05,-0.17,"60,309",매우낮음,주식-시장대표,실물
A069660,키움투자자산운용,KOSEF 200,코스피 200,2002-10-14,비과세,-4.9,0.13,2.23,-0.1,"7,298",매우낮음,주식-시장대표,실물
