번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1283,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000",500,원(KRW),031-677-4431,경기도 안성시 공단1로 68 ,2239
1284,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500",500,원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,2239
1285,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500",500,원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,2239
1286,183350,엘피케이,032902,특수 목적용 기계 제조업,"4,698,324","2,349,162,000",500,원(KRW),032-341-1645,인천광역시 계양구 아나지로 402 인천광역시 계양구 아나지로 402(작전동),2239
1287,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",500,원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,2239
1288,058970,엠로,105802,소프트웨어 개발 및 공급업,"4,815,000","2,407,500,000",500,원(KRW),02-785-9848,"서울특별시 영등포구 당산로41길 11, 이동 5층(당산동4가, 당산에스케이브이1센터) ",2239
1289,019590,엠벤처투자,116402,신탁업 및 집합투자업,"118,480,095","59,240,047,500",500,원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,2239
1290,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"14,165,193","7,082,596,500",500,원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",2239
1291,179290,엠아이텍,032701,의료용 기기 제조업,"27,456,200","13,728,100,000",500,원(KRW),070-4304-7434,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",2239
1292,225860,엠앤씨생명과학,032004,기타 화학제품 제조업,"11,358,092","1,135,809,200",100,원(KRW),031-731-1401,"경기도 성남시 중원구 갈마치로 215 A동 807호(상대원동, 금강펜테리움아이티타워)",2239
1293,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000",500,원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,2239
1294,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"27,205,022","13,602,511,000",500,원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,2239
1295,251960,엠에프엠코리아,031403,편조의복 제조업,"10,400,000","5,200,000,000",500,원(KRW),02-531-5780,"서울특별시 강남구 도곡로 204, 4층(도곡동, 동신빌딩) ",2239
1296,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"14,571,042","7,285,521,000",500,원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),2239
1297,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500",500,원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,2239
1298,204020,엠코르셋,031401,봉제의복 제조업,"10,073,715","5,356,191,500",500,원(KRW),02-6907-8888,"서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌) ",2239
1299,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,111,890","2,555,945,000",500,원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,2239
1300,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000",500,원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,2239
1301,090740,연이정보통신,032602,전자부품 제조업,"16,000,000","8,000,000,000",500,원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,2239
1302,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000",500,원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,2239
1303,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000",500,원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,2239
1304,143540,영우디에스피,032902,특수 목적용 기계 제조업,"12,194,466","6,097,233,000",500,원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,2239
1305,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000",500,원(KRW),390-6114,서울특별시 중구  만리재로 159 ,2239
1306,009970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000",500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,2239
1307,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500",500,원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",2239
1308,003520,영진약품,032102,의약품 제조업,"182,892,731","91,446,365,500",500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,2239
1309,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,2239
1310,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000",500,원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,2239
1311,006740,영풍제지,031702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,2239
1312,242850,영현무역,074601,상품 중개업,"1,620,000","810,000,000",500,원(KRW),02-851-1827,서울특별시 구로구 디지털로 271 벽산디지털밸리Ⅲ2층 212호 ,2239
1313,012280,영화금속,033003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,2239
1314,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",500,원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,2239
1315,012160,영흥철강,032401,1차 철강 제조업,"85,826,509","42,913,254,500",500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,2239
1317,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000",500,원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,2239
1318,015360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-1644-3030,서울특별시 성동구  자동차시장길 23 ,2239
1319,122640,예스티,032902,특수 목적용 기계 제조업,"11,001,835","5,500,917,500",500,원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp,2239
1320,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"11,250,000","5,625,000,000",500,원(KRW),02-6354-9115,"서울특별시 강남구 역삼로 415서울특별시 강남구 역삼로 415, 5층(대치동, 성진빌딩) ",2239
1321,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612",0,중국위안(CNY),86-599-8508611,"20th Floor, Alexandra House 18 Chater Road, Central Hong Kong &nbsp",2239
1322,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000",500,원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,2239
1323,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500",500,원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,2239
1324,007310,오뚜기,031007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,2239
1325,079440,오렌지라이프,116501,보험업,"82,000,000","82,000,000,000","1,000",원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37 (순화동, 오렌지센터)",2239
1326,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000",500,원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,2239
1327,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500",500,원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2239
1328,014940,오리엔탈정공,033101,선박 및 보트 건조업,"45,573,661","22,786,830,500",500,원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2239
1329,002630,오리엔트바이오,032102,의약품 제조업,"168,535,104","84,267,552,000",500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2239
1330,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",500,원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2239
1331,271560,오리온,031007,기타 식품 제조업,"39,533,961","19,766,980,500",500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,2239
1332,001800,오리온홀딩스,116409,기타 금융업,"62,644,293","31,322,146,500",500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,2239
1333,010470,오리콤,137103,광고업,"11,498,750","11,498,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,2239
1334,227420,오백볼트,137105,회사 본부 및 경영 컨설팅 서비스업,"7,587,936","3,793,968,000",500,원(KRW),02-570-1905,서울특별시 송파구 정의로8길 136층 (문정동) ,2239
1335,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",500,원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,2239
1336,052420,오성첨단소재,032202,플라스틱제품 제조업,"49,717,899","24,920,233,500",500,원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 ,2239
1337,241790,오션브릿지,032004,기타 화학제품 제조업,"9,124,980","4,562,490,000",500,원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,2239
1338,039200,오스코텍,032102,의약품 제조업,"27,250,787","13,625,393,500",500,원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2239
1339,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000",500,원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,2239
1340,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000",500,원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,2239
1341,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500",500,원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,2239
1342,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"7,739,532","3,869,766,000",500,원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2239
1343,080580,오킨스전자,032602,전자부품 제조업,"6,200,000","3,100,000,000",500,원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2239
1344,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500",500,원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,2239
1345,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000",500,원(KRW),02-568-6727,"서울특별시 강남구 삼성로 524, 2층(삼성동, 세화빌딩) ",2239
1346,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500",500,원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",2239
1347,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,503,921","3,251,960,500",500,원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,2239
1348,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500",500,원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,2239
1349,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"33,698,640","16,849,320,000",500,원(KRW),02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층,2239
1350,123010,옵토팩,032602,전자부품 제조업,"4,987,409","2,493,704,500",500,원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp,2239
1351,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"22,560,627","11,280,313,500",500,원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),2239
1352,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000",500,원(KRW),031-719-8033,"경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩) ",2239
1353,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,217,258","7,108,629,000",500,원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,2239
1354,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"31,423,394","15,711,697,000",500,원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20 ,2239
1355,057030,와이비엠넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500",500,원(KRW),(02) 2008-5200,"경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 8,9층 ",2239
1356,122990,와이솔,032602,전자부품 제조업,"24,156,941","12,078,470,500",500,원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,2239
1357,232140,와이아이케이,032902,특수 목적용 기계 제조업,"61,788,456","6,178,845,600",100,원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",2239
1358,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500",500,원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,2239
1359,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000",500,원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,2239
1360,251370,와이엠티,032001,기초 화학물질 제조업,"7,405,200","3,702,600,000",500,원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",2239
1361,066430,와이오엠,074607,기타 전문 도매업,"11,563,534","5,781,767,000",500,원(KRW),051-972-7175,부산광역시 강서구 호계로145번길 36 (죽동동) 주식회사 와이오엠 ,2239
1362,193250,와이제이엠게임즈,032602,전자부품 제조업,"45,636,595","4,563,659,500",100,원(KRW),02-591-1310,서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층 ,2239
1363,019210,와이지-원,032509,기타 금속 가공제품 제조업,"30,506,398","15,253,199,000",500,원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 ,2239
1364,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"18,185,709","9,092,854,500",500,원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,2239
1365,079000,와토스코리아,032202,플라스틱제품 제조업,"7,200,000","3,600,000,000",500,원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,2239
1366,070960,용평리조트,095501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,2239
1367,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500",500,원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,2239
1368,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","85,399,992","42,699,996,000",500,원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",2239
1369,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000",500,원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,2239
1370,115440,우리넷,032604,통신 및 방송 장비 제조업,"6,365,710","3,182,855,000",500,원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,2239
1371,004720,우리들제약,032102,의약품 제조업,"11,570,324","5,785,162,000",500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,2239
1372,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"24,298,019","12,149,009,500",500,원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",2239
1373,046970,우리로,032604,통신 및 방송 장비 제조업,"24,791,119","12,395,559,500",500,원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,2239
1374,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500",500,원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,2239
1375,072470,우리산업홀딩스,116409,기타 금융업,"18,887,341","9,443,670,500",500,원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,2239
1376,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500",500,원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 ,2239
1377,000030,우리은행,116401,은행 및 저축기관,"676,000,000","3,381,391,855,000","5,000",원(KRW),02-2002-3000,서울특별시 중구 소공로 51 ,2239
1378,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000",500,원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,2239
1379,082850,우리이티아이,032804,전구 및 조명장치 제조업,"41,518,621","20,759,310,500",500,원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2239
1380,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000",500,원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,2239
1381,010050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000",500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),2239
1382,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000",500,원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,2239
1383,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,2239
1384,066590,우수AMS,033003,자동차 신품 부품 제조업,"24,694,303","12,347,151,500",500,원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,2239
1385,017370,우신시스템,032902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000",500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,2239
1386,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"16,399,472","8,199,736,000",500,원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 ,2239
1387,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"25,109,711","2,510,971,100",100,원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층,2239
1388,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000",500,원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,2239
1389,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,543,127","8,771,563,500",500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,2239
1390,018620,우진비앤지,032102,의약품 제조업,"16,217,013","8,108,506,500",500,원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,2239
1391,010400,우진아이엔에스,064202,건물설비 설치 공사업,"7,622,000","3,811,000,000",500,원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 ,2239
1392,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,2239
1393,016880,웅진,116409,기타 금융업,"72,677,207","38,588,603,500",500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,2239
1394,095720,웅진씽크빅,168501,초등 교육기관,"34,621,165","17,310,582,500",500,원(KRW),031-956-7000,경기도 파주시  회동길 20 ,2239
1395,103130,웅진에너지,032601,반도체 제조업,"29,700,437","148,502,185,000","5,000",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),2239
1396,005820,원림,031303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,2239
1397,032940,원익,074605,기계장비 및 관련 물품 도매업,"17,934,432","8,967,216,000",500,원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,2239
1398,240810,원익IPS,032902,특수 목적용 기계 제조업,"41,273,436","20,636,718,000",500,원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,2239
1399,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000",500,원(KRW),054-472-6138,경북 구미시 구포동 637 ,2239
1400,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"12,608,000","6,304,000,000",500,원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -,2239
1401,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000",500,원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,2239
1402,123100,원익테라세미콘,032902,특수 목적용 기계 제조업,"11,303,840","5,651,920,000",500,원(KRW),031-831-2500,경기도 화성시  동탄면 경기동로 267-24 ,2239
1404,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000",500,원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",2239
1405,216280,원텍,032701,의료용 기기 제조업,"3,990,000","1,995,000,000",500,원(KRW),042-934-6802,대전광역시 유성구 테크노8로 64(용산동) ,2239
1406,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,2239
1407,008290,원풍물산,031401,봉제의복 제조업,"38,391,781","19,195,890,500",500,원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,2239
1408,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500",500,원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,2239
1409,095270,웨이브일렉트로,032604,통신 및 방송 장비 제조업,"10,798,868","5,399,434,000",500,원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,2239
1410,010600,웰바이오텍,074601,상품 중개업,"24,304,724","12,152,362,000",500,원(KRW),02-6902-1300,서울특별시 강남구 영동대로106길 17 5층,2239
1411,065950,웰크론,031302,직물직조 및 직물제품 제조업,"25,490,497","12,745,248,500",500,원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,2239
1412,114190,웰크론강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,253,030","7,626,515,000",500,원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18 ,2239
1413,076080,웰크론한텍,064101,건물 건설업,"19,362,573","9,681,286,500",500,원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,2239
1414,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",500,원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,2239
1416,044340,위닉스,032805,가정용 기기 제조업,"17,873,425","8,936,712,500",500,원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,2239
1418,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"3,400,000","1,700,000,000",500,원(KRW),02-6246-1400,경기도 성남시 분당구 판교로 253 이노벨리C동 5층 ,2239
1419,140660,위월드,032604,통신 및 방송 장비 제조업,"2,487,252","1,243,626,000",500,원(KRW),042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동),2239
1420,038620,위즈코프,074707,연료 소매업,"37,157,072","18,578,536,000",500,원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",2239
1421,036090,위지트,032902,특수 목적용 기계 제조업,"72,749,313","36,374,656,500",500,원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",2239
1422,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,088,063","6,044,031,500",500,원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 ,2239
1423,097800,윈팩,032601,반도체 제조업,"34,091,218","17,045,609,000",500,원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,2239
1424,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,863,089","4,931,544,500",500,원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,2239
1425,008600,윌비스,074604,생활용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,2239
1426,900340,윙입푸드,116409,기타 금융업,"40,409,095","188,030,868",0,홍콩달러(HKD),86-760-23215457,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK ",2239
1427,033270,유나이티드,032102,의약품 제조업,"16,207,322","8,103,661,000",500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,2239
1428,014830,유니드,032001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,2239
1429,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500",500,원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,2239
1430,018000,유니슨,032901,일반 목적용 기계 제조업,"93,600,606","46,800,303,000",500,원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,2239
1431,000910,유니온,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500",500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,2239
1432,047400,유니온머티리얼,032302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",500,원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151 ,2239
1433,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",500,원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,2239
1434,011330,유니켐,031501,"가죽, 가방 및 유사제품 제조업","59,620,451","29,810,225,500",500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,2239
1435,077500,유니퀘스트,074605,기계장비 및 관련 물품 도매업,"27,170,411","13,585,205,500",500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",2239
1436,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500",500,원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,2239
1437,086390,유니테스트,032902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000",500,원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,2239
1438,241690,유니테크노,033003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000",500,원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,2239
1439,142210,유니트론텍,074502,자동차 부품 및 내장품 판매업,"9,931,950","4,965,975,000",500,원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",2239
