"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.6005,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.7747,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.9047,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-05",101.0072,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.1204,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.2747,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.4767,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.714,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.9638,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-11",102.1951,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.376,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.478,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.4791,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.3669,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-04",102.148,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.848,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.4821,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.0704,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.6433,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.252,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.93422,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.69388,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.51367,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.36447,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.22468,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.05975,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-04",98.85122,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-05",98.61134,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-06",98.35654,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-07",98.10987,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-08",97.89634,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-09",97.73663,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-10",97.65015,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-11",97.64423,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2012-12",97.70599,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-01",97.81215,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-02",97.93779,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.06406,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.19923,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.36348,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.5639,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.79927,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.06635,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-09",99.34167,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.59785,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.82494,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.0142,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.1632,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.2604,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.3074,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.3019,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.2482,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.1656,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.0745,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.99539,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.95289,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.95636,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.0046,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.0922,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.2066,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.3254,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.4312,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.5091,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.5544,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.58,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.5989,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.6208,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.6494,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.6732,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.6742,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.6408,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.5716,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.4744,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.3744,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.2846,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.2079,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.1558,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-07",100.1347,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-08",100.1514,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-09",100.2104,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-10",100.3024,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-11",100.4115,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2016-12",100.532,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-01",100.6554,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-02",100.7807,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-03",100.9101,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-04",101.0474,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-05",101.1894,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-06",101.335,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-07",101.481,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-08",101.6208,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-09",101.7474,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-10",101.851,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-11",101.9208,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2017-12",101.9452,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-01",101.9146,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-02",101.8384,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-03",101.7298,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-04",101.6052,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-05",101.4725,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-06",101.3279,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-07",101.1666,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.9858,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.7947,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.6086,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.4408,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2018-12",100.289,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-01",100.1616,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.0585,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.96739,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.87634,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.77686,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-06",99.66399,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-07",99.5522,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-08",99.45861,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-09",99.38699,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.33134,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.2753,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.19318,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.07001,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-02",98.89635,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-03",95.60901,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-04",90.05618,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-05",92.61721,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.34827,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.15549,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-08",97.59526,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-09",97.80312,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-10",97.99052,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-11",98.18451,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2020-12",98.43873,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-01",98.7687,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-02",99.18432,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-03",99.75065,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-04",100.279,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-05",100.7051,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-06",100.9974,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-07",101.1543,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-08",101.1994,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-09",101.1735,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-10",101.0981,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-11",100.9994,
"EA19","CLI","AMPLITUD","LTRENDIDX","M","2021-12",100.8936,
